,yards_gained,home_team,away_team,quarter_seconds_remaining,qtr,down,yardline_100,ydstogo,posteam,defteam,score_differential
26652,4.0,BAL,CAR,772,4,2.0,56.0,1,BAL,CAR,0.0
26653,7.0,BAL,CAR,729,4,1.0,52.0,10,BAL,CAR,0.0
26654,4.0,BAL,CAR,684,4,2.0,45.0,3,BAL,CAR,0.0
26655,16.0,BAL,CAR,644,4,1.0,41.0,10,BAL,CAR,0.0
26656,2.0,BAL,CAR,608,4,1.0,25.0,10,BAL,CAR,0.0
26657,0.0,BAL,CAR,564,4,2.0,23.0,8,BAL,CAR,0.0
26658,0.0,BAL,CAR,559,4,3.0,23.0,8,BAL,CAR,0.0
26659,9.0,BAL,CAR,559,4,3.0,28.0,13,BAL,CAR,0.0
26660,0.0,BAL,CAR,511,4,4.0,19.0,4,BAL,CAR,0.0
26662,0.0,BAL,CAR,507,4,1.0,75.0,10,CAR,BAL,-3.0
26663,4.0,BAL,CAR,502,4,2.0,75.0,10,CAR,BAL,-3.0
26664,29.0,BAL,CAR,494,4,1.0,31.0,10,BAL,CAR,3.0
26665,0.0,BAL,CAR,465,4,1.0,2.0,2,BAL,CAR,3.0
26666,1.0,BAL,CAR,440,4,1.0,1.0,1,BAL,CAR,3.0
26669,2.0,BAL,CAR,436,4,1.0,60.0,10,CAR,BAL,-10.0
26670,-9.0,BAL,CAR,410,4,2.0,58.0,8,CAR,BAL,-10.0
26671,10.0,BAL,CAR,369,4,3.0,67.0,17,CAR,BAL,-10.0
26672,-8.0,BAL,CAR,331,4,4.0,57.0,7,CAR,BAL,-10.0
26673,9.0,BAL,CAR,326,4,1.0,35.0,10,BAL,CAR,10.0
26674,3.0,BAL,CAR,296,4,1.0,36.0,11,BAL,CAR,10.0
26675,1.0,BAL,CAR,291,4,2.0,33.0,8,BAL,CAR,10.0
26677,-8.0,BAL,CAR,283,4,3.0,32.0,7,BAL,CAR,10.0
26679,0.0,BAL,CAR,277,4,4.0,40.0,15,BAL,CAR,10.0
26680,0.0,BAL,CAR,271,4,1.0,87.0,10,CAR,BAL,-10.0
26681,0.0,BAL,CAR,265,4,2.0,87.0,10,CAR,BAL,-10.0
26682,8.0,BAL,CAR,260,4,2.0,82.0,5,CAR,BAL,-10.0
26683,15.0,BAL,CAR,242,4,1.0,74.0,10,CAR,BAL,-10.0
26684,0.0,BAL,CAR,215,4,1.0,59.0,10,CAR,BAL,-10.0
26685,-1.0,BAL,CAR,208,4,1.0,41.0,10,BAL,CAR,10.0
26687,-1.0,BAL,CAR,205,4,2.0,42.0,11,BAL,CAR,10.0
26688,0.0,BAL,CAR,162,4,3.0,43.0,12,BAL,CAR,10.0
26689,-3.0,BAL,CAR,162,4,3.0,38.0,7,BAL,CAR,10.0
26691,0.0,BAL,CAR,120,4,4.0,41.0,10,BAL,CAR,10.0
26692,-1.0,BAL,CAR,112,4,1.0,81.0,10,CAR,BAL,-10.0
26693,0.0,BAL,CAR,105,4,2.0,82.0,11,CAR,BAL,-10.0
26694,18.0,BAL,CAR,105,4,2.0,87.0,16,CAR,BAL,-10.0
26695,34.0,BAL,CAR,98,4,1.0,69.0,10,CAR,BAL,-10.0
26696,4.0,BAL,CAR,76,4,1.0,35.0,10,CAR,BAL,-10.0
26697,0.0,BAL,CAR,54,4,2.0,31.0,6,CAR,BAL,-10.0
26698,0.0,BAL,CAR,49,4,3.0,31.0,6,CAR,BAL,-10.0
26699,-1.0,BAL,CAR,43,4,1.0,56.0,10,BAL,CAR,10.0
26703,0.0,ATL,CHI,900,1,1.0,75.0,10,ATL,CHI,0.0
26704,9.0,ATL,CHI,896,1,2.0,75.0,10,ATL,CHI,0.0
26705,0.0,ATL,CHI,871,1,3.0,66.0,1,ATL,CHI,0.0
26706,3.0,ATL,CHI,852,1,1.0,60.0,10,ATL,CHI,0.0
26707,16.0,ATL,CHI,821,1,2.0,57.0,7,ATL,CHI,0.0
26708,13.0,ATL,CHI,781,1,1.0,41.0,10,ATL,CHI,0.0
26709,1.0,ATL,CHI,746,1,1.0,28.0,10,ATL,CHI,0.0
26710,13.0,ATL,CHI,717,1,2.0,27.0,9,ATL,CHI,0.0
26711,7.0,ATL,CHI,673,1,1.0,14.0,10,ATL,CHI,0.0
26712,5.0,ATL,CHI,627,1,2.0,7.0,3,ATL,CHI,0.0
26713,2.0,ATL,CHI,586,1,1.0,2.0,2,ATL,CHI,0.0
26716,9.0,ATL,CHI,567,1,1.0,44.0,10,CHI,ATL,-7.0
26717,4.0,ATL,CHI,526,1,2.0,35.0,1,CHI,ATL,-7.0
26718,4.0,ATL,CHI,491,1,1.0,31.0,10,CHI,ATL,-7.0
26719,9.0,ATL,CHI,458,1,2.0,27.0,6,CHI,ATL,-7.0
26720,0.0,ATL,CHI,419,1,1.0,18.0,10,CHI,ATL,-7.0
26721,2.0,ATL,CHI,412,1,2.0,18.0,10,CHI,ATL,-7.0
26722,16.0,ATL,CHI,368,1,3.0,16.0,8,CHI,ATL,-7.0
26725,0.0,ATL,CHI,357,1,1.0,81.0,10,ATL,CHI,0.0
26726,9.0,ATL,CHI,318,1,2.0,81.0,10,ATL,CHI,0.0
26727,3.0,ATL,CHI,291,1,3.0,72.0,1,ATL,CHI,0.0
26728,4.0,ATL,CHI,255,1,1.0,69.0,10,ATL,CHI,0.0
26729,2.0,ATL,CHI,219,1,2.0,65.0,6,ATL,CHI,0.0
26730,0.0,ATL,CHI,192,1,3.0,63.0,4,ATL,CHI,0.0
26731,0.0,ATL,CHI,187,1,4.0,63.0,4,ATL,CHI,0.0
26732,4.0,ATL,CHI,179,1,1.0,84.0,10,CHI,ATL,0.0
26733,9.0,ATL,CHI,142,1,2.0,80.0,6,CHI,ATL,0.0
26734,2.0,ATL,CHI,103,1,1.0,71.0,10,CHI,ATL,0.0
26735,2.0,ATL,CHI,67,1,2.0,69.0,8,CHI,ATL,0.0
26736,0.0,ATL,CHI,22,1,3.0,67.0,6,CHI,ATL,0.0
26737,0.0,ATL,CHI,16,1,4.0,67.0,6,CHI,ATL,0.0
26738,5.0,ATL,CHI,2,1,1.0,41.0,10,CHI,ATL,0.0
26740,8.0,ATL,CHI,900,2,2.0,36.0,5,CHI,ATL,0.0
26741,0.0,ATL,CHI,859,2,1.0,28.0,10,CHI,ATL,0.0
26742,0.0,ATL,CHI,853,2,2.0,28.0,10,CHI,ATL,0.0
26743,0.0,ATL,CHI,833,2,3.0,32.0,14,CHI,ATL,0.0
26744,-8.0,ATL,CHI,814,2,3.0,37.0,19,CHI,ATL,0.0
26745,0.0,ATL,CHI,772,2,4.0,45.0,27,CHI,ATL,0.0
26746,4.0,ATL,CHI,765,2,1.0,90.0,10,ATL,CHI,0.0
26747,1.0,ATL,CHI,741,2,1.0,81.0,10,ATL,CHI,0.0
26748,0.0,ATL,CHI,710,2,2.0,80.0,9,ATL,CHI,0.0
26749,0.0,ATL,CHI,708,2,3.0,80.0,9,ATL,CHI,0.0
26750,0.0,ATL,CHI,705,2,4.0,80.0,9,ATL,CHI,0.0
26751,4.0,ATL,CHI,697,2,1.0,70.0,10,CHI,ATL,0.0
26752,15.0,ATL,CHI,661,2,2.0,66.0,6,CHI,ATL,0.0
26753,24.0,ATL,CHI,622,2,1.0,51.0,10,CHI,ATL,0.0
26754,2.0,ATL,CHI,579,2,1.0,27.0,10,CHI,ATL,0.0
26755,3.0,ATL,CHI,542,2,2.0,25.0,8,CHI,ATL,0.0
26756,-1.0,ATL,CHI,509,2,3.0,22.0,5,CHI,ATL,0.0
26757,0.0,ATL,CHI,467,2,4.0,23.0,6,CHI,ATL,0.0
26759,17.0,ATL,CHI,457,2,1.0,79.0,10,ATL,CHI,-3.0
26760,4.0,ATL,CHI,444,2,1.0,29.0,10,CHI,ATL,3.0
26761,0.0,ATL,CHI,412,2,2.0,25.0,6,CHI,ATL,3.0
26762,10.0,ATL,CHI,404,2,3.0,25.0,6,CHI,ATL,3.0
26763,3.0,ATL,CHI,373,2,1.0,15.0,10,CHI,ATL,3.0
26764,6.0,ATL,CHI,335,2,2.0,12.0,7,CHI,ATL,3.0
26765,2.0,ATL,CHI,313,2,3.0,6.0,1,CHI,ATL,3.0
26766,4.0,ATL,CHI,275,2,1.0,4.0,4,CHI,ATL,3.0
26771,5.0,ATL,CHI,258,2,1.0,75.0,10,CHI,ATL,3.0
26772,3.0,ATL,CHI,227,2,2.0,70.0,5,CHI,ATL,3.0
26773,17.0,ATL,CHI,193,2,3.0,67.0,2,CHI,ATL,3.0
26774,-1.0,ATL,CHI,157,2,1.0,50.0,10,CHI,ATL,3.0
26776,3.0,ATL,CHI,148,2,2.0,51.0,11,CHI,ATL,3.0
26778,9.0,ATL,CHI,120,2,3.0,48.0,8,CHI,ATL,3.0
26779,0.0,ATL,CHI,96,2,1.0,39.0,10,CHI,ATL,3.0
26780,6.0,ATL,CHI,91,2,1.0,49.0,20,CHI,ATL,3.0
26782,5.0,ATL,CHI,86,2,2.0,43.0,14,CHI,ATL,3.0
26783,0.0,ATL,CHI,80,2,3.0,38.0,9,CHI,ATL,3.0
26784,0.0,ATL,CHI,74,2,4.0,38.0,9,CHI,ATL,3.0
26785,5.0,ATL,CHI,70,2,1.0,54.0,10,ATL,CHI,-3.0
26786,0.0,ATL,CHI,53,2,2.0,49.0,5,ATL,CHI,-3.0
26787,9.0,ATL,CHI,48,2,2.0,59.0,15,ATL,CHI,-3.0
26789,19.0,ATL,CHI,40,2,3.0,50.0,6,ATL,CHI,-3.0
26790,0.0,ATL,CHI,24,2,1.0,31.0,10,ATL,CHI,-3.0
26791,9.0,ATL,CHI,23,2,2.0,31.0,10,ATL,CHI,-3.0
26792,0.0,ATL,CHI,4,2,3.0,22.0,1,ATL,CHI,-3.0
26793,0.0,ATL,CHI,3,2,4.0,22.0,1,ATL,CHI,-3.0
26796,-6.0,ATL,CHI,900,3,1.0,75.0,10,CHI,ATL,0.0
26797,6.0,ATL,CHI,856,3,2.0,81.0,16,CHI,ATL,0.0
26798,0.0,ATL,CHI,816,3,3.0,75.0,10,CHI,ATL,0.0
26799,0.0,ATL,CHI,807,3,4.0,75.0,10,CHI,ATL,0.0
26800,18.0,ATL,CHI,795,3,1.0,58.0,10,ATL,CHI,0.0
26801,0.0,ATL,CHI,767,3,1.0,40.0,10,ATL,CHI,0.0
26802,0.0,ATL,CHI,734,3,2.0,40.0,10,ATL,CHI,0.0
26803,-2.0,ATL,CHI,690,3,3.0,40.0,10,ATL,CHI,0.0
26804,0.0,ATL,CHI,652,3,4.0,42.0,12,ATL,CHI,0.0
26805,5.0,ATL,CHI,643,3,1.0,80.0,10,CHI,ATL,0.0
26806,5.0,ATL,CHI,609,3,2.0,75.0,5,CHI,ATL,0.0
26807,0.0,ATL,CHI,569,3,1.0,70.0,10,CHI,ATL,0.0
26808,1.0,ATL,CHI,556,3,1.0,75.0,15,CHI,ATL,0.0
26809,13.0,ATL,CHI,517,3,2.0,74.0,14,CHI,ATL,0.0
26810,2.0,ATL,CHI,485,3,3.0,61.0,1,CHI,ATL,0.0
26811,-3.0,ATL,CHI,448,3,1.0,59.0,10,CHI,ATL,0.0
26812,-2.0,ATL,CHI,412,3,2.0,62.0,13,CHI,ATL,0.0
26813,-9.0,ATL,CHI,372,3,3.0,64.0,15,CHI,ATL,0.0
26814,0.0,ATL,CHI,328,3,4.0,73.0,24,CHI,ATL,0.0
26815,17.0,ATL,CHI,315,3,1.0,61.0,10,ATL,CHI,0.0
26816,13.0,ATL,CHI,277,3,1.0,44.0,10,ATL,CHI,0.0
26817,4.0,ATL,CHI,237,3,1.0,31.0,10,ATL,CHI,0.0
26818,-2.0,ATL,CHI,194,3,2.0,27.0,6,ATL,CHI,0.0
26819,0.0,ATL,CHI,161,3,3.0,29.0,8,ATL,CHI,0.0
26820,4.0,ATL,CHI,156,3,1.0,14.0,10,ATL,CHI,0.0
26821,10.0,ATL,CHI,113,3,2.0,10.0,6,ATL,CHI,0.0
26824,1.0,ATL,CHI,108,3,1.0,75.0,10,CHI,ATL,-7.0
26825,6.0,ATL,CHI,73,3,2.0,74.0,9,CHI,ATL,-7.0
26826,6.0,ATL,CHI,31,3,3.0,68.0,3,CHI,ATL,-7.0
26828,5.0,ATL,CHI,900,4,1.0,62.0,10,CHI,ATL,-7.0
26829,2.0,ATL,CHI,866,4,2.0,57.0,5,CHI,ATL,-7.0
26830,5.0,ATL,CHI,825,4,3.0,55.0,3,CHI,ATL,-7.0
26831,32.0,ATL,CHI,788,4,1.0,50.0,10,CHI,ATL,-7.0
26832,0.0,ATL,CHI,749,4,1.0,18.0,10,CHI,ATL,-7.0
26833,5.0,ATL,CHI,727,4,1.0,28.0,20,CHI,ATL,-7.0
26834,3.0,ATL,CHI,689,4,2.0,23.0,15,CHI,ATL,-7.0
26835,14.0,ATL,CHI,646,4,3.0,20.0,12,CHI,ATL,-7.0
26836,-1.0,ATL,CHI,591,4,1.0,6.0,6,CHI,ATL,-7.0
26837,2.0,ATL,CHI,555,4,2.0,7.0,7,CHI,ATL,-7.0
26838,0.0,ATL,CHI,510,4,3.0,5.0,5,CHI,ATL,-7.0
26839,2.0,ATL,CHI,500,4,1.0,2.0,2,CHI,ATL,-7.0
26842,2.0,ATL,CHI,496,4,1.0,75.0,10,ATL,CHI,0.0
26843,10.0,ATL,CHI,455,4,2.0,73.0,8,ATL,CHI,0.0
26844,7.0,ATL,CHI,417,4,1.0,63.0,10,ATL,CHI,0.0
26845,4.0,ATL,CHI,374,4,2.0,56.0,3,ATL,CHI,0.0
26846,4.0,ATL,CHI,331,4,1.0,52.0,10,ATL,CHI,0.0
26847,5.0,ATL,CHI,304,4,2.0,48.0,6,ATL,CHI,0.0
26848,-1.0,ATL,CHI,259,4,3.0,43.0,1,ATL,CHI,0.0
26849,6.0,ATL,CHI,210,4,4.0,44.0,2,ATL,CHI,0.0
26850,3.0,ATL,CHI,166,4,1.0,38.0,10,ATL,CHI,0.0
26851,0.0,ATL,CHI,122,4,2.0,35.0,7,ATL,CHI,0.0
26853,0.0,ATL,CHI,117,4,3.0,35.0,7,ATL,CHI,0.0
26854,0.0,ATL,CHI,112,4,4.0,35.0,7,ATL,CHI,0.0
26856,1.0,ATL,CHI,107,4,1.0,75.0,10,CHI,ATL,-3.0
26858,4.0,ATL,CHI,102,4,2.0,74.0,9,CHI,ATL,-3.0
26859,0.0,ATL,CHI,73,4,3.0,70.0,5,CHI,ATL,-3.0
26860,4.0,ATL,CHI,67,4,1.0,40.0,10,ATL,CHI,3.0
26862,26.0,ATL,CHI,63,4,2.0,36.0,6,ATL,CHI,3.0
26863,-1.0,ATL,CHI,57,4,1.0,10.0,10,ATL,CHI,3.0
26865,-1.0,ATL,CHI,55,4,2.0,11.0,11,ATL,CHI,3.0
26866,-1.0,ATL,CHI,35,4,3.0,12.0,12,ATL,CHI,3.0
26870,4.0,PIT,CIN,896,1,1.0,62.0,10,CIN,PIT,0.0
26871,0.0,PIT,CIN,860,1,2.0,58.0,6,CIN,PIT,0.0
26872,3.0,PIT,CIN,836,1,2.0,63.0,11,CIN,PIT,0.0
26873,0.0,PIT,CIN,794,1,3.0,60.0,8,CIN,PIT,0.0
26874,0.0,PIT,CIN,789,1,4.0,60.0,8,CIN,PIT,0.0
26875,1.0,PIT,CIN,777,1,1.0,95.0,10,PIT,CIN,0.0
26876,2.0,PIT,CIN,744,1,2.0,94.0,9,PIT,CIN,0.0
26877,4.0,PIT,CIN,708,1,3.0,92.0,7,PIT,CIN,0.0
26878,0.0,PIT,CIN,674,1,4.0,88.0,3,PIT,CIN,0.0
26879,21.0,PIT,CIN,663,1,1.0,57.0,10,CIN,PIT,0.0
26880,3.0,PIT,CIN,624,1,1.0,36.0,10,CIN,PIT,0.0
26881,0.0,PIT,CIN,587,1,2.0,33.0,7,CIN,PIT,0.0
26883,6.0,PIT,CIN,583,1,3.0,33.0,7,CIN,PIT,0.0
26884,0.0,PIT,CIN,539,1,4.0,27.0,1,CIN,PIT,0.0
26886,5.0,PIT,CIN,529,1,1.0,65.0,10,PIT,CIN,-3.0
26887,22.0,PIT,CIN,494,1,2.0,60.0,5,PIT,CIN,-3.0
26888,3.0,PIT,CIN,450,1,1.0,38.0,10,PIT,CIN,-3.0
26889,-1.0,PIT,CIN,412,1,2.0,35.0,7,PIT,CIN,-3.0
26890,9.0,PIT,CIN,373,1,3.0,36.0,8,PIT,CIN,-3.0
26891,3.0,PIT,CIN,329,1,1.0,27.0,10,PIT,CIN,-3.0
26892,0.0,PIT,CIN,292,1,2.0,24.0,7,PIT,CIN,-3.0
26893,0.0,PIT,CIN,286,1,3.0,24.0,7,PIT,CIN,-3.0
26894,0.0,PIT,CIN,281,1,4.0,24.0,7,PIT,CIN,-3.0
26896,-2.0,PIT,CIN,270,1,1.0,79.0,10,CIN,PIT,0.0
26897,11.0,PIT,CIN,237,1,2.0,81.0,12,CIN,PIT,0.0
26898,0.0,PIT,CIN,196,1,3.0,70.0,1,CIN,PIT,0.0
26899,1.0,PIT,CIN,170,1,1.0,55.0,10,CIN,PIT,0.0
26900,24.0,PIT,CIN,125,1,2.0,54.0,9,CIN,PIT,0.0
26901,1.0,PIT,CIN,85,1,1.0,30.0,10,CIN,PIT,0.0
26902,29.0,PIT,CIN,48,1,2.0,29.0,9,CIN,PIT,0.0
26905,0.0,PIT,CIN,31,1,1.0,56.0,10,PIT,CIN,-7.0
26906,3.0,PIT,CIN,27,1,2.0,56.0,10,PIT,CIN,-7.0
26908,13.0,PIT,CIN,900,2,3.0,53.0,7,PIT,CIN,-7.0
26909,7.0,PIT,CIN,866,2,1.0,40.0,10,PIT,CIN,-7.0
26910,0.0,PIT,CIN,844,2,2.0,33.0,3,PIT,CIN,-7.0
26911,14.0,PIT,CIN,825,2,3.0,33.0,3,PIT,CIN,-7.0
26912,0.0,PIT,CIN,789,2,1.0,19.0,10,PIT,CIN,-7.0
26913,19.0,PIT,CIN,784,2,2.0,19.0,10,PIT,CIN,-7.0
26916,4.0,PIT,CIN,773,2,1.0,92.0,10,CIN,PIT,0.0
26917,2.0,PIT,CIN,733,2,2.0,88.0,6,CIN,PIT,0.0
26918,24.0,PIT,CIN,690,2,3.0,86.0,4,CIN,PIT,0.0
26919,6.0,PIT,CIN,650,2,1.0,62.0,10,CIN,PIT,0.0
26920,13.0,PIT,CIN,603,2,2.0,56.0,4,CIN,PIT,0.0
26921,7.0,PIT,CIN,563,2,1.0,43.0,10,CIN,PIT,0.0
26922,7.0,PIT,CIN,521,2,2.0,36.0,3,CIN,PIT,0.0
26923,6.0,PIT,CIN,480,2,1.0,29.0,10,CIN,PIT,0.0
26924,12.0,PIT,CIN,443,2,2.0,23.0,4,CIN,PIT,0.0
26925,11.0,PIT,CIN,406,2,1.0,11.0,10,CIN,PIT,0.0
26928,0.0,PIT,CIN,394,2,1.0,65.0,10,PIT,CIN,-7.0
26929,4.0,PIT,CIN,388,2,2.0,65.0,10,PIT,CIN,-7.0
26930,0.0,PIT,CIN,347,2,3.0,61.0,6,PIT,CIN,-7.0
26931,6.0,PIT,CIN,343,2,1.0,56.0,10,PIT,CIN,-7.0
26932,3.0,PIT,CIN,305,2,2.0,50.0,4,PIT,CIN,-7.0
26933,1.0,PIT,CIN,278,2,3.0,47.0,1,PIT,CIN,-7.0
26934,0.0,PIT,CIN,236,2,1.0,46.0,10,PIT,CIN,-7.0
26935,8.0,PIT,CIN,228,2,1.0,56.0,20,PIT,CIN,-7.0
26936,7.0,PIT,CIN,187,2,2.0,48.0,12,PIT,CIN,-7.0
26937,0.0,PIT,CIN,145,2,3.0,41.0,5,PIT,CIN,-7.0
26938,1.0,PIT,CIN,140,2,1.0,25.0,10,PIT,CIN,-7.0
26940,5.0,PIT,CIN,120,2,2.0,24.0,9,PIT,CIN,-7.0
26942,0.0,PIT,CIN,112,2,3.0,19.0,4,PIT,CIN,-7.0
26943,24.0,PIT,CIN,112,2,3.0,24.0,9,PIT,CIN,-7.0
26947,0.0,PIT,CIN,102,2,1.0,76.0,10,CIN,PIT,0.0
26948,17.0,PIT,CIN,95,2,2.0,76.0,10,CIN,PIT,0.0
26949,0.0,PIT,CIN,70,2,1.0,59.0,10,CIN,PIT,0.0
26950,12.0,PIT,CIN,65,2,2.0,59.0,10,CIN,PIT,0.0
26951,0.0,PIT,CIN,39,2,1.0,47.0,10,CIN,PIT,0.0
26952,0.0,PIT,CIN,35,2,2.0,47.0,10,CIN,PIT,0.0
26953,0.0,PIT,CIN,31,2,1.0,56.0,10,PIT,CIN,0.0
26954,12.0,PIT,CIN,31,2,1.0,61.0,15,PIT,CIN,0.0
26956,8.0,PIT,CIN,24,2,2.0,49.0,3,PIT,CIN,0.0
26957,27.0,PIT,CIN,18,2,1.0,41.0,10,PIT,CIN,0.0
26959,2.0,PIT,CIN,9,2,1.0,14.0,10,PIT,CIN,0.0
26962,0.0,PIT,CIN,3,2,2.0,12.0,8,PIT,CIN,0.0
26965,1.0,PIT,CIN,900,3,1.0,75.0,10,PIT,CIN,3.0
26966,0.0,PIT,CIN,863,3,2.0,74.0,9,PIT,CIN,3.0
26967,0.0,PIT,CIN,823,3,3.0,74.0,9,PIT,CIN,3.0
26968,0.0,PIT,CIN,818,3,4.0,74.0,9,PIT,CIN,3.0
26969,16.0,PIT,CIN,807,3,1.0,70.0,10,CIN,PIT,-3.0
26970,0.0,PIT,CIN,769,3,1.0,54.0,10,CIN,PIT,-3.0
26971,-6.0,PIT,CIN,764,3,2.0,54.0,10,CIN,PIT,-3.0
26972,0.0,PIT,CIN,719,3,3.0,60.0,16,CIN,PIT,-3.0
26973,0.0,PIT,CIN,715,3,4.0,60.0,16,CIN,PIT,-3.0
26974,3.0,PIT,CIN,704,3,1.0,91.0,10,PIT,CIN,3.0
26975,3.0,PIT,CIN,668,3,2.0,88.0,7,PIT,CIN,3.0
26976,0.0,PIT,CIN,622,3,3.0,85.0,4,PIT,CIN,3.0
26977,0.0,PIT,CIN,615,3,4.0,85.0,4,PIT,CIN,3.0
26978,5.0,PIT,CIN,607,3,1.0,59.0,10,CIN,PIT,-3.0
26979,0.0,PIT,CIN,569,3,2.0,54.0,5,CIN,PIT,-3.0
26980,7.0,PIT,CIN,565,3,3.0,54.0,5,CIN,PIT,-3.0
26981,8.0,PIT,CIN,532,3,1.0,47.0,10,CIN,PIT,-3.0
26982,33.0,PIT,CIN,495,3,2.0,39.0,2,CIN,PIT,-3.0
26983,5.0,PIT,CIN,464,3,1.0,6.0,6,CIN,PIT,-3.0
26984,1.0,PIT,CIN,427,3,2.0,1.0,1,CIN,PIT,-3.0
26987,-3.0,PIT,CIN,416,3,1.0,76.0,10,PIT,CIN,-4.0
26988,0.0,PIT,CIN,375,3,2.0,79.0,13,PIT,CIN,-4.0
26989,9.0,PIT,CIN,369,3,3.0,79.0,13,PIT,CIN,-4.0
26990,0.0,PIT,CIN,338,3,4.0,70.0,4,PIT,CIN,-4.0
26991,0.0,PIT,CIN,327,3,1.0,77.0,10,CIN,PIT,4.0
26992,0.0,PIT,CIN,323,3,1.0,21.0,10,PIT,CIN,-4.0
26993,6.0,PIT,CIN,318,3,2.0,21.0,10,PIT,CIN,-4.0
26994,0.0,PIT,CIN,275,3,3.0,15.0,4,PIT,CIN,-4.0
26995,0.0,PIT,CIN,272,3,4.0,15.0,4,PIT,CIN,-4.0
26997,0.0,PIT,CIN,262,3,1.0,58.0,10,CIN,PIT,1.0
26998,15.0,PIT,CIN,259,3,2.0,58.0,10,CIN,PIT,1.0
26999,0.0,PIT,CIN,221,3,1.0,43.0,10,CIN,PIT,1.0
27000,9.0,PIT,CIN,178,3,2.0,43.0,10,CIN,PIT,1.0
27001,1.0,PIT,CIN,133,3,3.0,34.0,1,CIN,PIT,1.0
27002,0.0,PIT,CIN,89,3,1.0,33.0,10,CIN,PIT,1.0
27004,0.0,PIT,CIN,83,3,2.0,33.0,10,CIN,PIT,1.0
27005,-3.0,PIT,CIN,80,3,3.0,33.0,10,CIN,PIT,1.0
27006,0.0,PIT,CIN,36,3,4.0,36.0,13,CIN,PIT,1.0
27008,5.0,PIT,CIN,25,3,1.0,78.0,10,PIT,CIN,-4.0
27010,1.0,PIT,CIN,900,4,2.0,73.0,5,PIT,CIN,-4.0
27011,33.0,PIT,CIN,860,4,3.0,72.0,4,PIT,CIN,-4.0
27012,0.0,PIT,CIN,841,4,1.0,39.0,10,PIT,CIN,-4.0
27013,-2.0,PIT,CIN,834,4,2.0,39.0,10,PIT,CIN,-4.0
27014,-10.0,PIT,CIN,792,4,3.0,41.0,12,PIT,CIN,-4.0
27015,0.0,PIT,CIN,758,4,4.0,51.0,22,PIT,CIN,-4.0
27016,0.0,PIT,CIN,751,4,1.0,90.0,10,CIN,PIT,4.0
27017,2.0,PIT,CIN,751,4,1.0,95.0,15,CIN,PIT,4.0
27018,0.0,PIT,CIN,710,4,2.0,93.0,13,CIN,PIT,4.0
27019,0.0,PIT,CIN,705,4,3.0,93.0,13,CIN,PIT,4.0
27020,0.0,PIT,CIN,701,4,4.0,93.0,13,CIN,PIT,4.0
27021,13.0,PIT,CIN,695,4,1.0,47.0,10,PIT,CIN,-4.0
27022,0.0,PIT,CIN,656,4,1.0,34.0,10,PIT,CIN,-4.0
27023,0.0,PIT,CIN,636,4,1.0,44.0,20,PIT,CIN,-4.0
27024,0.0,PIT,CIN,620,4,1.0,49.0,25,PIT,CIN,-4.0
27025,0.0,PIT,CIN,615,4,2.0,49.0,25,PIT,CIN,-4.0
27026,7.0,PIT,CIN,611,4,3.0,49.0,25,PIT,CIN,-4.0
27027,0.0,PIT,CIN,579,4,4.0,42.0,18,PIT,CIN,-4.0
27028,27.0,PIT,CIN,573,4,1.0,93.0,10,CIN,PIT,4.0
27029,32.0,PIT,CIN,529,4,1.0,66.0,10,CIN,PIT,4.0
27030,-2.0,PIT,CIN,488,4,1.0,34.0,10,CIN,PIT,4.0
27031,15.0,PIT,CIN,445,4,2.0,36.0,12,CIN,PIT,4.0
27032,8.0,PIT,CIN,404,4,1.0,21.0,10,CIN,PIT,4.0
27033,5.0,PIT,CIN,359,4,2.0,13.0,2,CIN,PIT,4.0
27034,2.0,PIT,CIN,314,4,1.0,8.0,8,CIN,PIT,4.0
27035,6.0,PIT,CIN,275,4,2.0,6.0,6,CIN,PIT,4.0
27038,0.0,PIT,CIN,265,4,1.0,73.0,10,PIT,CIN,-11.0
27039,1.0,PIT,CIN,258,4,2.0,73.0,10,PIT,CIN,-11.0
27040,0.0,PIT,CIN,231,4,3.0,72.0,9,PIT,CIN,-11.0
27042,0.0,PIT,CIN,222,4,4.0,72.0,9,PIT,CIN,-11.0
27043,2.0,PIT,CIN,215,4,1.0,28.0,10,CIN,PIT,11.0
27045,-1.0,PIT,CIN,211,4,2.0,26.0,8,CIN,PIT,11.0
27047,1.0,PIT,CIN,206,4,3.0,27.0,9,CIN,PIT,11.0
27049,0.0,PIT,CIN,202,4,4.0,26.0,8,CIN,PIT,11.0
27051,-6.0,PIT,CIN,193,4,1.0,72.0,10,PIT,CIN,-14.0
27052,9.0,PIT,CIN,168,4,2.0,78.0,16,PIT,CIN,-14.0
27053,11.0,PIT,CIN,149,4,3.0,69.0,7,PIT,CIN,-14.0
27054,9.0,PIT,CIN,129,4,1.0,58.0,10,PIT,CIN,-14.0
27056,0.0,PIT,CIN,120,4,2.0,49.0,1,PIT,CIN,-14.0
27057,9.0,PIT,CIN,114,4,3.0,49.0,1,PIT,CIN,-14.0
27058,31.0,PIT,CIN,96,4,1.0,40.0,10,PIT,CIN,-14.0
27060,8.0,PIT,CIN,69,4,1.0,9.0,9,PIT,CIN,-14.0
27061,1.0,PIT,CIN,47,4,2.0,1.0,1,PIT,CIN,-14.0
27064,-1.0,PIT,CIN,44,4,1.0,38.0,10,CIN,PIT,7.0
