,yards_gained,home_team,away_team,quarter_seconds_remaining,qtr,down,yardline_100,ydstogo,posteam,defteam,score_differential
1979,9.0,TEN,NYG,83,1,2.0,90.0,7,TEN,NYG,7.0
1980,0.0,TEN,NYG,47,1,1.0,81.0,10,TEN,NYG,7.0
1981,7.0,TEN,NYG,41,1,2.0,81.0,10,TEN,NYG,7.0
1983,31.0,TEN,NYG,900,2,3.0,74.0,3,TEN,NYG,7.0
1984,13.0,TEN,NYG,854,2,1.0,43.0,10,TEN,NYG,7.0
1985,2.0,TEN,NYG,816,2,1.0,30.0,10,TEN,NYG,7.0
1986,0.0,TEN,NYG,771,2,2.0,28.0,8,TEN,NYG,7.0
1987,0.0,TEN,NYG,764,2,3.0,28.0,8,TEN,NYG,7.0
1988,0.0,TEN,NYG,759,2,4.0,28.0,8,TEN,NYG,7.0
1990,4.0,TEN,NYG,755,2,1.0,75.0,10,NYG,TEN,-10.0
1991,15.0,TEN,NYG,728,2,2.0,71.0,6,NYG,TEN,-10.0
1992,5.0,TEN,NYG,701,2,1.0,56.0,10,NYG,TEN,-10.0
1993,7.0,TEN,NYG,671,2,2.0,51.0,5,NYG,TEN,-10.0
1994,2.0,TEN,NYG,638,2,1.0,44.0,10,NYG,TEN,-10.0
1995,-14.0,TEN,NYG,606,2,2.0,42.0,8,NYG,TEN,-10.0
1996,4.0,TEN,NYG,600,2,1.0,42.0,10,TEN,NYG,10.0
1997,0.0,TEN,NYG,569,2,2.0,38.0,6,TEN,NYG,10.0
1998,0.0,TEN,NYG,566,2,3.0,38.0,6,TEN,NYG,10.0
1999,22.0,TEN,NYG,551,2,1.0,33.0,10,TEN,NYG,10.0
2000,4.0,TEN,NYG,513,2,1.0,11.0,10,TEN,NYG,10.0
2001,2.0,TEN,NYG,470,2,2.0,7.0,6,TEN,NYG,10.0
2002,0.0,TEN,NYG,427,2,3.0,5.0,4,TEN,NYG,10.0
2003,0.0,TEN,NYG,420,2,4.0,5.0,4,TEN,NYG,10.0
2005,7.0,TEN,NYG,411,2,1.0,83.0,10,NYG,TEN,-13.0
2006,7.0,TEN,NYG,375,2,2.0,76.0,3,NYG,TEN,-13.0
2007,4.0,TEN,NYG,329,2,1.0,69.0,10,NYG,TEN,-13.0
2008,3.0,TEN,NYG,296,2,2.0,65.0,6,NYG,TEN,-13.0
2009,0.0,TEN,NYG,254,2,3.0,62.0,3,NYG,TEN,-13.0
2010,0.0,TEN,NYG,249,2,4.0,62.0,3,NYG,TEN,-13.0
2011,2.0,TEN,NYG,243,2,1.0,82.0,10,TEN,NYG,13.0
2012,0.0,TEN,NYG,196,2,2.0,80.0,8,TEN,NYG,13.0
2013,9.0,TEN,NYG,192,2,3.0,80.0,8,TEN,NYG,13.0
2014,18.0,TEN,NYG,153,2,1.0,71.0,10,TEN,NYG,13.0
2016,6.0,TEN,NYG,120,2,1.0,53.0,10,TEN,NYG,13.0
2017,0.0,TEN,NYG,73,2,2.0,47.0,4,TEN,NYG,13.0
2018,0.0,TEN,NYG,69,2,3.0,47.0,4,TEN,NYG,13.0
2019,0.0,TEN,NYG,65,2,4.0,47.0,4,TEN,NYG,13.0
2020,13.0,TEN,NYG,59,2,1.0,91.0,10,NYG,TEN,-13.0
2021,11.0,TEN,NYG,31,2,1.0,78.0,10,NYG,TEN,-13.0
2023,0.0,TEN,NYG,24,2,1.0,67.0,10,NYG,TEN,-13.0
2024,15.0,TEN,NYG,16,2,1.0,77.0,20,NYG,TEN,-13.0
2026,16.0,TEN,NYG,8,2,2.0,62.0,5,NYG,TEN,-13.0
2029,7.0,TEN,NYG,895,3,1.0,76.0,10,TEN,NYG,13.0
2030,2.0,TEN,NYG,856,3,2.0,69.0,3,TEN,NYG,13.0
2031,0.0,TEN,NYG,815,3,3.0,67.0,1,TEN,NYG,13.0
2032,0.0,TEN,NYG,778,3,4.0,69.0,3,TEN,NYG,13.0
2033,68.0,TEN,NYG,765,3,1.0,90.0,10,NYG,TEN,-13.0
2034,9.0,TEN,NYG,728,3,1.0,22.0,10,NYG,TEN,-13.0
2035,4.0,TEN,NYG,699,3,2.0,13.0,1,NYG,TEN,-13.0
2036,4.0,TEN,NYG,680,3,1.0,4.0,4,NYG,TEN,-13.0
2039,5.0,TEN,NYG,667,3,1.0,90.0,10,TEN,NYG,7.0
2040,3.0,TEN,NYG,629,3,2.0,85.0,5,TEN,NYG,7.0
2041,0.0,TEN,NYG,584,3,3.0,82.0,2,TEN,NYG,7.0
2042,0.0,TEN,NYG,580,3,4.0,82.0,2,TEN,NYG,7.0
2043,-1.0,TEN,NYG,568,3,1.0,64.0,10,NYG,TEN,-7.0
2044,65.0,TEN,NYG,538,3,2.0,65.0,11,NYG,TEN,-7.0
2047,8.0,TEN,NYG,528,3,1.0,75.0,10,TEN,NYG,0.0
2048,20.0,TEN,NYG,486,3,2.0,67.0,2,TEN,NYG,0.0
2049,2.0,TEN,NYG,456,3,1.0,47.0,10,TEN,NYG,0.0
2050,27.0,TEN,NYG,437,3,1.0,55.0,18,TEN,NYG,0.0
2051,5.0,TEN,NYG,399,3,1.0,28.0,10,TEN,NYG,0.0
2052,0.0,TEN,NYG,359,3,2.0,23.0,5,TEN,NYG,0.0
2053,5.0,TEN,NYG,313,3,3.0,23.0,5,TEN,NYG,0.0
2054,0.0,TEN,NYG,266,3,1.0,18.0,10,TEN,NYG,0.0
2055,5.0,TEN,NYG,248,3,1.0,23.0,15,TEN,NYG,0.0
2056,0.0,TEN,NYG,207,3,2.0,18.0,10,TEN,NYG,0.0
2057,0.0,TEN,NYG,202,3,1.0,13.0,10,TEN,NYG,0.0
2058,23.0,TEN,NYG,180,3,1.0,23.0,20,TEN,NYG,0.0
2061,2.0,TEN,NYG,174,3,1.0,75.0,10,NYG,TEN,-7.0
2062,3.0,TEN,NYG,134,3,2.0,73.0,8,NYG,TEN,-7.0
2063,-2.0,TEN,NYG,96,3,3.0,70.0,5,NYG,TEN,-7.0
2064,0.0,TEN,NYG,53,3,4.0,72.0,7,NYG,TEN,-7.0
2065,0.0,TEN,NYG,42,3,1.0,86.0,10,TEN,NYG,7.0
2066,3.0,TEN,NYG,42,3,1.0,91.0,15,TEN,NYG,7.0
2068,9.0,TEN,NYG,900,4,2.0,88.0,12,TEN,NYG,7.0
2069,0.0,TEN,NYG,881,4,3.0,79.0,3,TEN,NYG,7.0
2070,0.0,TEN,NYG,876,4,4.0,79.0,3,TEN,NYG,7.0
2071,19.0,TEN,NYG,863,4,1.0,85.0,10,NYG,TEN,-7.0
2072,4.0,TEN,NYG,818,4,1.0,66.0,10,NYG,TEN,-7.0
2073,0.0,TEN,NYG,785,4,2.0,62.0,6,NYG,TEN,-7.0
2074,6.0,TEN,NYG,785,4,2.0,67.0,11,NYG,TEN,-7.0
2075,6.0,TEN,NYG,743,4,3.0,61.0,5,NYG,TEN,-7.0
2076,-6.0,TEN,NYG,712,4,1.0,55.0,10,NYG,TEN,-7.0
2077,6.0,TEN,NYG,673,4,2.0,61.0,16,NYG,TEN,-7.0
2078,0.0,TEN,NYG,644,4,3.0,55.0,10,NYG,TEN,-7.0
2079,0.0,TEN,NYG,638,4,4.0,55.0,10,NYG,TEN,-7.0
2080,2.0,TEN,NYG,628,4,1.0,11.0,10,NYG,TEN,-7.0
2081,1.0,TEN,NYG,581,4,2.0,9.0,8,NYG,TEN,-7.0
2082,0.0,TEN,NYG,535,4,3.0,8.0,7,NYG,TEN,-7.0
2083,1.0,TEN,NYG,530,4,1.0,80.0,10,TEN,NYG,7.0
2084,11.0,TEN,NYG,501,4,2.0,79.0,9,TEN,NYG,7.0
2085,1.0,TEN,NYG,480,4,1.0,68.0,10,TEN,NYG,7.0
2086,8.0,TEN,NYG,435,4,2.0,67.0,9,TEN,NYG,7.0
2087,-4.0,TEN,NYG,386,4,3.0,59.0,1,TEN,NYG,7.0
2088,0.0,TEN,NYG,338,4,4.0,63.0,5,TEN,NYG,7.0
2089,4.0,TEN,NYG,327,4,1.0,73.0,10,NYG,TEN,-7.0
2090,7.0,TEN,NYG,301,4,2.0,69.0,6,NYG,TEN,-7.0
2091,3.0,TEN,NYG,271,4,1.0,62.0,10,NYG,TEN,-7.0
2092,33.0,TEN,NYG,240,4,2.0,59.0,7,NYG,TEN,-7.0
2093,4.0,TEN,NYG,207,4,1.0,26.0,10,NYG,TEN,-7.0
2094,3.0,TEN,NYG,168,4,2.0,22.0,6,NYG,TEN,-7.0
2095,2.0,TEN,NYG,125,4,3.0,19.0,3,NYG,TEN,-7.0
2097,2.0,TEN,NYG,120,4,4.0,17.0,1,NYG,TEN,-7.0
2098,5.0,TEN,NYG,114,4,1.0,15.0,10,NYG,TEN,-7.0
2099,7.0,TEN,NYG,83,4,2.0,10.0,5,NYG,TEN,-7.0
2101,2.0,TEN,NYG,76,4,1.0,3.0,3,NYG,TEN,-7.0
2103,1.0,TEN,NYG,69,4,2.0,1.0,1,NYG,TEN,-7.0
2106,0.0,TEN,NYG,66,4,1.0,70.0,10,TEN,NYG,-1.0
2107,8.0,TEN,NYG,66,4,1.0,75.0,15,TEN,NYG,-1.0
2108,3.0,TEN,NYG,45,4,2.0,67.0,7,TEN,NYG,-1.0
2109,0.0,TEN,NYG,41,4,3.0,64.0,4,TEN,NYG,-1.0
2110,6.0,TEN,NYG,37,4,1.0,59.0,10,TEN,NYG,-1.0
2111,0.0,TEN,NYG,33,4,2.0,53.0,4,TEN,NYG,-1.0
2112,0.0,TEN,NYG,29,4,3.0,53.0,4,TEN,NYG,-1.0
2114,21.0,TEN,NYG,23,4,1.0,48.0,10,TEN,NYG,-1.0
2116,-2.0,TEN,NYG,18,4,1.0,27.0,10,TEN,NYG,-1.0
2117,0.0,TEN,NYG,5,4,2.0,29.0,12,TEN,NYG,-1.0
2119,0.0,TEN,NYG,4,4,3.0,29.0,12,TEN,NYG,-1.0
2123,-1.0,DET,PHI,900,1,1.0,75.0,10,DET,PHI,0.0
2124,50.0,DET,PHI,867,1,2.0,76.0,11,DET,PHI,0.0
2125,7.0,DET,PHI,818,1,1.0,26.0,10,DET,PHI,0.0
2126,4.0,DET,PHI,782,1,2.0,19.0,3,DET,PHI,0.0
2127,0.0,DET,PHI,742,1,1.0,15.0,10,DET,PHI,0.0
2128,0.0,DET,PHI,739,1,2.0,15.0,10,DET,PHI,0.0
2129,0.0,DET,PHI,739,1,2.0,20.0,15,DET,PHI,0.0
2130,11.0,DET,PHI,739,1,2.0,25.0,20,DET,PHI,0.0
2131,9.0,DET,PHI,700,1,3.0,14.0,9,DET,PHI,0.0
2132,4.0,DET,PHI,661,1,1.0,5.0,5,DET,PHI,0.0
2133,1.0,DET,PHI,623,1,2.0,1.0,1,DET,PHI,0.0
2136,8.0,DET,PHI,618,1,1.0,75.0,10,PHI,DET,-7.0
2137,11.0,DET,PHI,575,1,2.0,67.0,2,PHI,DET,-7.0
2138,0.0,DET,PHI,527,1,1.0,56.0,10,PHI,DET,-7.0
2139,0.0,DET,PHI,524,1,2.0,56.0,10,PHI,DET,-7.0
2140,0.0,DET,PHI,522,1,3.0,56.0,10,PHI,DET,-7.0
2141,16.0,DET,PHI,522,1,3.0,61.0,15,PHI,DET,-7.0
2142,5.0,DET,PHI,477,1,1.0,45.0,10,PHI,DET,-7.0
2143,0.0,DET,PHI,443,1,2.0,40.0,5,PHI,DET,-7.0
2144,0.0,DET,PHI,437,1,3.0,40.0,5,PHI,DET,-7.0
2145,0.0,DET,PHI,433,1,4.0,40.0,5,PHI,DET,-7.0
2146,-2.0,DET,PHI,430,1,1.0,59.0,10,DET,PHI,7.0
2147,6.0,DET,PHI,392,1,2.0,61.0,12,DET,PHI,7.0
2148,0.0,DET,PHI,362,1,3.0,55.0,6,DET,PHI,7.0
2149,0.0,DET,PHI,358,1,4.0,55.0,6,DET,PHI,7.0
2150,0.0,DET,PHI,351,1,1.0,82.0,10,PHI,DET,-7.0
2151,10.0,DET,PHI,351,1,1.0,87.0,15,PHI,DET,-7.0
2152,18.0,DET,PHI,309,1,2.0,77.0,5,PHI,DET,-7.0
2153,0.0,DET,PHI,283,1,1.0,59.0,10,PHI,DET,-7.0
2154,3.0,DET,PHI,257,1,1.0,69.0,20,PHI,DET,-7.0
2155,11.0,DET,PHI,215,1,2.0,66.0,17,PHI,DET,-7.0
2157,10.0,DET,PHI,169,1,3.0,55.0,6,PHI,DET,-7.0
2158,18.0,DET,PHI,133,1,1.0,45.0,10,PHI,DET,-7.0
2159,2.0,DET,PHI,92,1,1.0,27.0,10,PHI,DET,-7.0
2160,4.0,DET,PHI,46,1,2.0,25.0,8,PHI,DET,-7.0
2162,16.0,DET,PHI,900,2,3.0,21.0,4,PHI,DET,-7.0
2163,0.0,DET,PHI,873,2,1.0,5.0,5,PHI,DET,-7.0
2164,3.0,DET,PHI,870,2,2.0,5.0,5,PHI,DET,-7.0
2165,1.0,DET,PHI,826,2,3.0,2.0,2,PHI,DET,-7.0
2166,1.0,DET,PHI,780,2,4.0,1.0,1,PHI,DET,-7.0
2169,1.0,DET,PHI,776,2,1.0,75.0,10,DET,PHI,0.0
2170,2.0,DET,PHI,744,2,2.0,74.0,9,DET,PHI,0.0
2171,0.0,DET,PHI,713,2,3.0,72.0,7,DET,PHI,0.0
2172,0.0,DET,PHI,710,2,4.0,72.0,7,DET,PHI,0.0
2173,11.0,DET,PHI,697,2,1.0,71.0,10,PHI,DET,0.0
2174,9.0,DET,PHI,665,2,1.0,60.0,10,PHI,DET,0.0
2175,0.0,DET,PHI,622,2,2.0,51.0,1,PHI,DET,0.0
2176,0.0,DET,PHI,617,2,3.0,51.0,1,PHI,DET,0.0
2177,0.0,DET,PHI,617,2,3.0,56.0,6,PHI,DET,0.0
2178,0.0,DET,PHI,612,2,4.0,56.0,6,PHI,DET,0.0
2179,0.0,DET,PHI,604,2,1.0,78.0,10,DET,PHI,0.0
2180,0.0,DET,PHI,601,2,2.0,78.0,10,DET,PHI,0.0
2181,0.0,DET,PHI,597,2,3.0,78.0,10,DET,PHI,0.0
2182,0.0,DET,PHI,592,2,4.0,78.0,10,DET,PHI,0.0
2183,12.0,DET,PHI,584,2,1.0,66.0,10,PHI,DET,0.0
2184,13.0,DET,PHI,555,2,1.0,54.0,10,PHI,DET,0.0
2185,8.0,DET,PHI,528,2,1.0,41.0,10,PHI,DET,0.0
2186,0.0,DET,PHI,505,2,2.0,33.0,2,PHI,DET,0.0
2187,27.0,DET,PHI,499,2,3.0,33.0,2,PHI,DET,0.0
2188,0.0,DET,PHI,476,2,1.0,6.0,6,PHI,DET,0.0
2189,0.0,DET,PHI,472,2,2.0,6.0,6,PHI,DET,0.0
2190,0.0,DET,PHI,472,2,2.0,11.0,11,PHI,DET,0.0
2191,5.0,DET,PHI,472,2,2.0,6.0,6,PHI,DET,0.0
2192,1.0,DET,PHI,458,2,3.0,1.0,1,PHI,DET,0.0
2195,4.0,DET,PHI,454,2,1.0,75.0,10,DET,PHI,-7.0
2196,0.0,DET,PHI,420,2,2.0,71.0,6,DET,PHI,-7.0
2197,0.0,DET,PHI,396,2,2.0,81.0,16,DET,PHI,-7.0
2200,1.0,DET,PHI,386,2,1.0,75.0,10,DET,PHI,-14.0
2201,4.0,DET,PHI,354,2,2.0,74.0,9,DET,PHI,-14.0
2202,28.0,DET,PHI,320,2,3.0,70.0,5,DET,PHI,-14.0
2203,0.0,DET,PHI,279,2,1.0,42.0,10,DET,PHI,-14.0
2204,13.0,DET,PHI,274,2,2.0,42.0,10,DET,PHI,-14.0
2205,13.0,DET,PHI,239,2,1.0,29.0,10,DET,PHI,-14.0
2206,2.0,DET,PHI,200,2,1.0,16.0,10,DET,PHI,-14.0
2207,7.0,DET,PHI,164,2,2.0,14.0,8,DET,PHI,-14.0
2208,0.0,DET,PHI,123,2,3.0,7.0,1,DET,PHI,-14.0
2210,7.0,DET,PHI,120,2,4.0,7.0,1,DET,PHI,-14.0
2213,6.0,DET,PHI,111,2,1.0,78.0,10,PHI,DET,7.0
2214,8.0,DET,PHI,87,2,2.0,72.0,4,PHI,DET,7.0
2215,-4.0,DET,PHI,58,2,1.0,64.0,10,PHI,DET,7.0
2217,10.0,DET,PHI,54,2,2.0,68.0,14,PHI,DET,7.0
2219,54.0,DET,PHI,46,2,3.0,58.0,4,PHI,DET,7.0
2221,-1.0,DET,PHI,19,2,1.0,4.0,4,PHI,DET,7.0
2223,0.0,DET,PHI,14,2,2.0,5.0,5,PHI,DET,7.0
2224,0.0,DET,PHI,11,2,3.0,5.0,5,PHI,DET,7.0
2225,0.0,DET,PHI,9,2,4.0,5.0,5,PHI,DET,7.0
2227,-1.0,DET,PHI,6,2,1.0,75.0,10,DET,PHI,-10.0
2230,-1.0,DET,PHI,893,3,1.0,82.0,10,PHI,DET,10.0
2231,5.0,DET,PHI,858,3,2.0,83.0,11,PHI,DET,10.0
2232,10.0,DET,PHI,812,3,3.0,78.0,6,PHI,DET,10.0
2233,7.0,DET,PHI,785,3,1.0,68.0,10,PHI,DET,10.0
2234,1.0,DET,PHI,759,3,2.0,61.0,3,PHI,DET,10.0
2235,7.0,DET,PHI,715,3,3.0,60.0,2,PHI,DET,10.0
2237,24.0,DET,PHI,694,3,1.0,53.0,10,PHI,DET,10.0
2238,8.0,DET,PHI,668,3,1.0,14.0,10,PHI,DET,10.0
2239,4.0,DET,PHI,645,3,2.0,6.0,2,PHI,DET,10.0
2240,2.0,DET,PHI,625,3,1.0,2.0,2,PHI,DET,10.0
2243,2.0,DET,PHI,621,3,1.0,75.0,10,DET,PHI,-17.0
2244,-2.0,DET,PHI,584,3,2.0,73.0,8,DET,PHI,-17.0
2245,16.0,DET,PHI,544,3,3.0,75.0,10,DET,PHI,-17.0
2246,2.0,DET,PHI,510,3,1.0,59.0,10,DET,PHI,-17.0
2247,0.0,DET,PHI,474,3,2.0,57.0,8,DET,PHI,-17.0
2248,0.0,DET,PHI,469,3,3.0,57.0,8,DET,PHI,-17.0
2249,13.0,DET,PHI,469,3,3.0,52.0,3,DET,PHI,-17.0
2250,0.0,DET,PHI,436,3,1.0,39.0,10,DET,PHI,-17.0
2251,16.0,DET,PHI,430,3,2.0,39.0,10,DET,PHI,-17.0
2252,0.0,DET,PHI,382,3,1.0,23.0,10,DET,PHI,-17.0
2253,3.0,DET,PHI,378,3,2.0,23.0,10,DET,PHI,-17.0
2254,10.0,DET,PHI,341,3,3.0,20.0,7,DET,PHI,-17.0
2255,6.0,DET,PHI,297,3,1.0,10.0,10,DET,PHI,-17.0
2256,0.0,DET,PHI,258,3,2.0,4.0,4,DET,PHI,-17.0
2257,4.0,DET,PHI,254,3,3.0,4.0,4,DET,PHI,-17.0
2260,6.0,DET,PHI,248,3,1.0,49.0,10,PHI,DET,10.0
2261,0.0,DET,PHI,208,3,2.0,43.0,4,PHI,DET,10.0
2262,5.0,DET,PHI,165,3,3.0,43.0,4,PHI,DET,10.0
2263,22.0,DET,PHI,136,3,1.0,23.0,10,PHI,DET,10.0
2264,1.0,DET,PHI,105,3,1.0,1.0,1,PHI,DET,10.0
2267,4.0,DET,PHI,101,3,1.0,75.0,10,DET,PHI,-17.0
2268,29.0,DET,PHI,69,3,2.0,71.0,6,DET,PHI,-17.0
2269,0.0,DET,PHI,27,3,1.0,42.0,10,DET,PHI,-17.0
2270,0.0,DET,PHI,21,3,1.0,37.0,10,DET,PHI,-17.0
2271,11.0,DET,PHI,18,3,2.0,37.0,10,DET,PHI,-17.0
2273,25.0,DET,PHI,900,4,1.0,26.0,10,DET,PHI,-17.0
2274,1.0,DET,PHI,859,4,1.0,1.0,1,DET,PHI,-17.0
2278,12.0,DET,PHI,856,4,1.0,75.0,10,PHI,DET,10.0
2279,3.0,DET,PHI,826,4,1.0,63.0,10,PHI,DET,10.0
2280,0.0,DET,PHI,779,4,2.0,60.0,7,PHI,DET,10.0
2281,0.0,DET,PHI,777,4,2.0,65.0,12,PHI,DET,10.0
2282,0.0,DET,PHI,771,4,3.0,65.0,12,PHI,DET,10.0
2283,0.0,DET,PHI,769,4,4.0,65.0,12,PHI,DET,10.0
2284,18.0,DET,PHI,757,4,1.0,80.0,10,DET,PHI,-10.0
2285,7.0,DET,PHI,726,4,1.0,62.0,10,DET,PHI,-10.0
2286,0.0,DET,PHI,696,4,2.0,55.0,3,DET,PHI,-10.0
2287,-10.0,DET,PHI,690,4,3.0,55.0,3,DET,PHI,-10.0
2288,0.0,DET,PHI,649,4,4.0,65.0,13,DET,PHI,-10.0
2289,2.0,DET,PHI,641,4,1.0,83.0,10,PHI,DET,10.0
2290,-2.0,DET,PHI,602,4,2.0,81.0,8,PHI,DET,10.0
2292,2.0,DET,PHI,549,4,3.0,83.0,10,PHI,DET,10.0
2293,0.0,DET,PHI,511,4,4.0,81.0,8,PHI,DET,10.0
2294,5.0,DET,PHI,499,4,1.0,72.0,10,DET,PHI,-10.0
2295,1.0,DET,PHI,465,4,2.0,67.0,5,DET,PHI,-10.0
2296,13.0,DET,PHI,429,4,3.0,66.0,4,DET,PHI,-10.0
2297,0.0,DET,PHI,392,4,1.0,53.0,10,DET,PHI,-10.0
2298,5.0,DET,PHI,363,4,2.0,53.0,10,DET,PHI,-10.0
2299,7.0,DET,PHI,332,4,3.0,48.0,5,DET,PHI,-10.0
2300,0.0,DET,PHI,298,4,1.0,41.0,10,DET,PHI,-10.0
2301,0.0,DET,PHI,292,4,2.0,41.0,10,DET,PHI,-10.0
2302,0.0,DET,PHI,288,4,3.0,41.0,10,DET,PHI,-10.0
2303,5.0,DET,PHI,284,4,1.0,30.0,10,DET,PHI,-10.0
2304,3.0,DET,PHI,262,4,2.0,25.0,5,DET,PHI,-10.0
2305,22.0,DET,PHI,236,4,3.0,22.0,2,DET,PHI,-10.0
2308,3.0,DET,PHI,229,4,1.0,81.0,10,PHI,DET,3.0
2309,5.0,DET,PHI,183,4,2.0,78.0,7,PHI,DET,3.0
2310,24.0,DET,PHI,141,4,3.0,73.0,2,PHI,DET,3.0
2312,1.0,DET,PHI,120,4,1.0,49.0,10,PHI,DET,3.0
2314,8.0,DET,PHI,115,4,2.0,48.0,9,PHI,DET,3.0
2316,0.0,DET,PHI,110,4,3.0,40.0,1,PHI,DET,3.0
2317,1.0,DET,PHI,66,4,4.0,40.0,1,PHI,DET,3.0
2318,0.0,DET,PHI,37,4,1.0,39.0,10,PHI,DET,3.0
2319,-1.0,DET,PHI,37,4,1.0,44.0,15,PHI,DET,3.0
2323,3.0,CIN,PIT,900,1,1.0,75.0,10,PIT,CIN,0.0
2324,5.0,CIN,PIT,879,1,2.0,72.0,7,PIT,CIN,0.0
2325,1.0,CIN,PIT,861,1,3.0,67.0,2,PIT,CIN,0.0
2326,0.0,CIN,PIT,818,1,4.0,66.0,1,PIT,CIN,0.0
2327,-5.0,CIN,PIT,811,1,1.0,78.0,10,CIN,PIT,0.0
2328,0.0,CIN,PIT,772,1,2.0,83.0,15,CIN,PIT,0.0
2331,5.0,CIN,PIT,763,1,1.0,75.0,10,CIN,PIT,-7.0
2332,6.0,CIN,PIT,725,1,2.0,70.0,5,CIN,PIT,-7.0
2333,3.0,CIN,PIT,694,1,1.0,64.0,10,CIN,PIT,-7.0
2334,0.0,CIN,PIT,655,1,2.0,61.0,7,CIN,PIT,-7.0
2335,9.0,CIN,PIT,613,1,3.0,61.0,7,CIN,PIT,-7.0
2336,18.0,CIN,PIT,574,1,1.0,52.0,10,CIN,PIT,-7.0
2337,0.0,CIN,PIT,537,1,1.0,34.0,10,CIN,PIT,-7.0
2338,0.0,CIN,PIT,496,1,2.0,34.0,10,CIN,PIT,-7.0
2339,-7.0,CIN,PIT,492,1,3.0,34.0,10,CIN,PIT,-7.0
2340,0.0,CIN,PIT,441,1,4.0,41.0,17,CIN,PIT,-7.0
2342,2.0,CIN,PIT,437,1,1.0,75.0,10,PIT,CIN,4.0
2343,3.0,CIN,PIT,393,1,2.0,73.0,8,PIT,CIN,4.0
2344,0.0,CIN,PIT,362,1,3.0,70.0,5,PIT,CIN,4.0
2345,0.0,CIN,PIT,357,1,4.0,70.0,5,PIT,CIN,4.0
2346,0.0,CIN,PIT,347,1,1.0,65.0,10,CIN,PIT,-4.0
2347,5.0,CIN,PIT,347,1,1.0,70.0,15,CIN,PIT,-4.0
2348,5.0,CIN,PIT,308,1,2.0,65.0,10,CIN,PIT,-4.0
2349,0.0,CIN,PIT,270,1,3.0,60.0,5,CIN,PIT,-4.0
2350,-9.0,CIN,PIT,266,1,1.0,57.0,10,CIN,PIT,-4.0
2351,31.0,CIN,PIT,262,1,1.0,34.0,10,PIT,CIN,4.0
2352,2.0,CIN,PIT,231,1,1.0,3.0,3,PIT,CIN,4.0
2353,-1.0,CIN,PIT,194,1,2.0,1.0,1,PIT,CIN,4.0
2354,0.0,CIN,PIT,153,1,3.0,2.0,2,PIT,CIN,4.0
2355,0.0,CIN,PIT,148,1,4.0,2.0,2,PIT,CIN,4.0
2357,12.0,CIN,PIT,145,1,1.0,75.0,10,CIN,PIT,-7.0
2358,1.0,CIN,PIT,123,1,1.0,63.0,10,CIN,PIT,-7.0
2359,7.0,CIN,PIT,88,1,2.0,62.0,9,CIN,PIT,-7.0
2360,10.0,CIN,PIT,43,1,3.0,55.0,2,CIN,PIT,-7.0
2361,5.0,CIN,PIT,1,1,1.0,45.0,10,CIN,PIT,-7.0
2363,0.0,CIN,PIT,900,2,2.0,40.0,5,CIN,PIT,-7.0
2364,5.0,CIN,PIT,860,2,3.0,40.0,5,CIN,PIT,-7.0
2365,-4.0,CIN,PIT,825,2,1.0,35.0,10,CIN,PIT,-7.0
2366,0.0,CIN,PIT,791,2,2.0,39.0,14,CIN,PIT,-7.0
2367,3.0,CIN,PIT,788,2,1.0,59.0,10,PIT,CIN,7.0
2368,15.0,CIN,PIT,749,2,2.0,56.0,7,PIT,CIN,7.0
2369,32.0,CIN,PIT,707,2,1.0,41.0,10,PIT,CIN,7.0
2370,2.0,CIN,PIT,659,2,1.0,9.0,9,PIT,CIN,7.0
2371,4.0,CIN,PIT,618,2,2.0,7.0,7,PIT,CIN,7.0
2372,0.0,CIN,PIT,575,2,3.0,3.0,3,PIT,CIN,7.0
2373,0.0,CIN,PIT,571,2,1.0,1.0,1,PIT,CIN,7.0
2374,1.0,CIN,PIT,530,2,2.0,1.0,1,PIT,CIN,7.0
2377,2.0,CIN,PIT,526,2,1.0,75.0,10,CIN,PIT,-14.0
2378,9.0,CIN,PIT,495,2,2.0,73.0,8,CIN,PIT,-14.0
2379,3.0,CIN,PIT,447,2,1.0,64.0,10,CIN,PIT,-14.0
2380,3.0,CIN,PIT,416,2,2.0,61.0,7,CIN,PIT,-14.0
2381,15.0,CIN,PIT,375,2,3.0,58.0,4,CIN,PIT,-14.0
2382,0.0,CIN,PIT,333,2,1.0,43.0,10,CIN,PIT,-14.0
2383,0.0,CIN,PIT,324,2,1.0,92.0,10,PIT,CIN,14.0
2384,2.0,CIN,PIT,320,2,2.0,92.0,10,PIT,CIN,14.0
2385,4.0,CIN,PIT,281,2,3.0,90.0,8,PIT,CIN,14.0
2386,0.0,CIN,PIT,252,2,4.0,86.0,4,PIT,CIN,14.0
2387,21.0,CIN,PIT,241,2,1.0,65.0,10,CIN,PIT,-14.0
2388,0.0,CIN,PIT,196,2,1.0,44.0,10,CIN,PIT,-14.0
2389,4.0,CIN,PIT,157,2,2.0,44.0,10,CIN,PIT,-14.0
2391,5.0,CIN,PIT,120,2,3.0,40.0,6,CIN,PIT,-14.0
2392,31.0,CIN,PIT,76,2,4.0,35.0,1,CIN,PIT,-14.0
2393,1.0,CIN,PIT,69,2,1.0,4.0,4,CIN,PIT,-14.0
2394,0.0,CIN,PIT,27,2,2.0,3.0,3,CIN,PIT,-14.0
2396,0.0,CIN,PIT,27,2,2.0,8.0,8,CIN,PIT,-14.0
